title,heading,content,tokens,context,questions,answers
Clinical trial,Informed consent,"Clinical trials recruit study subjects to sign a document representing their ""informed consent"". The document includes details such as its purpose, duration, required procedures, risks, potential benefits, key contacts and institutional requirements. The participant then decides whether to sign the document. The document is not a contract, as the participant can withdraw at any time without penalty.
Informed consent is a legal process in which a recruit is instructed about key facts before deciding whether to participate. Researchers explain the details of the study in terms the subject can understand. The information is presented in the subject's native language. Generally, children cannot autonomously provide informed consent, but depending on their age and other factors, may be required to provide informed assent.",148,"Clinical trial
Informed consent

Clinical trials recruit study subjects to sign a document representing their ""informed consent"". The document includes details such as its purpose, duration, required procedures, risks, potential benefits, key contacts and institutional requirements. The participant then decides whether to sign the document. The document is not a contract, as the participant can withdraw at any time without penalty.
Informed consent is a legal process in which a recruit is instructed about key facts before deciding whether to participate. Researchers explain the details of the study in terms the subject can understand. The information is presented in the subject's native language. Generally, children cannot autonomously provide informed consent, but depending on their age and other factors, may be required to provide informed assent.","1. What is the purpose of an informed consent document?
2. What are the risks and potential benefits of participating in a clinical trial?
3. How is the information in an informed consent document presented to the subject?
4. Who can provide informed consent on behalf of a child?","1. The purpose of an informed consent document is to provide key facts about a clinical trial so that the subject can make an informed decision about whether to participate.
2. The risks and potential benefits of participating in a clinical trial vary depending on the trial. However, some common risks include the possibility of adverse effects from the treatment being studied and the inconvenience of having to attend frequent study visits. Potential benefits may include access to new treatments that are not yet available to the general public.
3. The information in an informed consent document is typically presented to the subject in a clear and concise way. The document may also be translated into the subject's native language, if necessary.
4. In most cases, a child cannot provide autonomous informed consent and must instead provide assent. However, there may be some exceptions depending on the child's age and other factors."
Clinical trial,Statistical power,"In any clinical trial, the number of subjects, also called the sample size, has a large impact on the ability to reliably detect and measure the effects of the intervention. This ability is described as its ""power"", which must be calculated before initiating a study to figure out if the study is worth its costs. In general, a larger sample size increases the statistical power, also the cost.
The statistical power estimates the ability of a trial to detect a difference of a particular size (or larger) between the treatment and control groups. For example, a trial of a lipid-lowering drug versus placebo with 100 patients in each group might have a power of 0.90 to detect a difference between placebo and trial groups receiving dosage of 10 mg/dL or more, but only 0.70 to detect a difference of 6 mg/dL.",172,"Clinical trial
Statistical power

In any clinical trial, the number of subjects, also called the sample size, has a large impact on the ability to reliably detect and measure the effects of the intervention. This ability is described as its ""power"", which must be calculated before initiating a study to figure out if the study is worth its costs. In general, a larger sample size increases the statistical power, also the cost.
The statistical power estimates the ability of a trial to detect a difference of a particular size (or larger) between the treatment and control groups. For example, a trial of a lipid-lowering drug versus placebo with 100 patients in each group might have a power of 0.90 to detect a difference between placebo and trial groups receiving dosage of 10 mg/dL or more, but only 0.70 to detect a difference of 6 mg/dL.","1. What is the impact of the number of subjects on the ability to detect and measure the effects of the intervention?
2. What is the statistical power?
3. What is the ability of a trial to detect a difference of a particular size?","1. The number of subjects has a large impact on the ability to detect and measure the effects of the intervention.
2. The statistical power is the ability of a trial to detect a difference of a particular size.
3. The ability of a trial to detect a difference of a particular size is the ability to detect a difference between the treatment and control groups."
Clinical trial,Placebo groups,"Merely giving a treatment can have nonspecific effects. These are controlled for by the inclusion of patients who receive only a placebo. Subjects are assigned randomly without informing them to which group they belonged. Many trials are doubled-blinded so that researchers do not know to which group a subject is assigned.
Assigning a subject to a placebo group can pose an ethical problem if it violates his or her right to receive the best available treatment. The Declaration of Helsinki provides guidelines on this issue.",103,"Clinical trial
Placebo groups

Merely giving a treatment can have nonspecific effects. These are controlled for by the inclusion of patients who receive only a placebo. Subjects are assigned randomly without informing them to which group they belonged. Many trials are doubled-blinded so that researchers do not know to which group a subject is assigned.
Assigning a subject to a placebo group can pose an ethical problem if it violates his or her right to receive the best available treatment. The Declaration of Helsinki provides guidelines on this issue.","1. What are the nonspecific effects of treatments?
2. What is the purpose of including patients who receive only a placebo in clinical trials?
3. What is the Declaration of Helsinki?
4. What is the ethical problem with assigning a subject to a placebo group?","1. The nonspecific effects of treatments are the effects that are not caused by the treatment itself, but by the act of giving a treatment.
2. The purpose of including patients who receive only a placebo in clinical trials is to control for the nonspecific effects of treatments.
3. The Declaration of Helsinki is a set of guidelines that provide ethical guidance on clinical trials.
4. The ethical problem with assigning a subject to a placebo group is that it violates the subject's right to receive the best available treatment."
Clinical trial,Duration,"Clinical trials are only a small part of the research that goes into developing a new treatment. Potential drugs, for example, first have to be discovered, purified, characterized, and tested in labs (in cell and animal studies) before ever undergoing clinical trials. In all, about 1,000 potential drugs are tested before just one reaches the point of being tested in a clinical trial. For example, a new cancer drug has, on average, six years of research behind it before it even makes it to clinical trials. But the major holdup in making new cancer drugs available is the time it takes to complete clinical trials themselves. On average, about eight years pass from the time a cancer drug enters clinical trials until it receives approval from regulatory agencies for sale to the public. Drugs for other diseases have similar timelines.
Some reasons a clinical trial might last several years:

For chronic conditions such as cancer, it takes months, if not years, to see if a cancer treatment has an effect on a patient.
For drugs that are not expected to have a strong effect (meaning a large number of patients must be recruited to observe 'any' effect), recruiting enough patients to test the drug's effectiveness (i.e., getting statistical power) can take several years.
Only certain people who have the target disease condition are eligible to take part in each clinical trial. Researchers who treat these particular patients must participate in the trial. Then they must identify the desirable patients and obtain consent from them or their families to take part in the trial.A clinical trial might also include an extended post-study follow-up period from months to years for people who have participated in the trial, a so-called ""extension phase"", which aims to identify long-term impact of the treatment.The biggest barrier to completing studies is the shortage of people who take part. All drug and many device trials target a subset of the population, meaning not everyone can participate. Some drug trials require patients to have unusual combinations of disease characteristics. It is a challenge to find the appropriate patients and obtain their consent, especially when they may receive no direct benefit (because they are not paid, the study drug is not yet proven to work, or the patient may receive a placebo). In the case of cancer patients, fewer than 5% of adults with cancer will participate in drug trials. According to the Pharmaceutical Research and Manufacturers of America (PhRMA), about 400 cancer medicines were being tested in clinical trials in 2005. Not all of these will prove to be useful, but those that are may be delayed in getting approved because the number of participants is so low .For clinical trials involving potential for seasonal influences (such as airborne allergies, seasonal affective disorder, influenza, and skin diseases), the study may be done during a limited part of the year (such as spring for pollen allergies), when the drug can be tested.Clinical trials that do not involve a new drug usually have a much shorter duration. (Exceptions are epidemiological studies, such as the Nurses' Health Study).",620,"Clinical trial
Duration

Clinical trials are only a small part of the research that goes into developing a new treatment. Potential drugs, for example, first have to be discovered, purified, characterized, and tested in labs (in cell and animal studies) before ever undergoing clinical trials. In all, about 1,000 potential drugs are tested before just one reaches the point of being tested in a clinical trial. For example, a new cancer drug has, on average, six years of research behind it before it even makes it to clinical trials. But the major holdup in making new cancer drugs available is the time it takes to complete clinical trials themselves. On average, about eight years pass from the time a cancer drug enters clinical trials until it receives approval from regulatory agencies for sale to the public. Drugs for other diseases have similar timelines.
Some reasons a clinical trial might last several years:

For chronic conditions such as cancer, it takes months, if not years, to see if a cancer treatment has an effect on a patient.
For drugs that are not expected to have a strong effect (meaning a large number of patients must be recruited to observe 'any' effect), recruiting enough patients to test the drug's effectiveness (i.e., getting statistical power) can take several years.
Only certain people who have the target disease condition are eligible to take part in each clinical trial. Researchers who treat these particular patients must participate in the trial. Then they must identify the desirable patients and obtain consent from them or their families to take part in the trial.A clinical trial might also include an extended post-study follow-up period from months to years for people who have participated in the trial, a so-called ""extension phase"", which aims to identify long-term impact of the treatment.The biggest barrier to completing studies is the shortage of people who take part. All drug and many device trials target a subset of the population, meaning not everyone can participate. Some drug trials require patients to have unusual combinations of disease characteristics. It is a challenge to find the appropriate patients and obtain their consent, especially when they may receive no direct benefit (because they are not paid, the study drug is not yet proven to work, or the patient may receive a placebo). In the case of cancer patients, fewer than 5% of adults with cancer will participate in drug trials. According to the Pharmaceutical Research and Manufacturers of America (PhRMA), about 400 cancer medicines were being tested in clinical trials in 2005. Not all of these will prove to be useful, but those that are may be delayed in getting approved because the number of participants is so low .For clinical trials involving potential for seasonal influences (such as airborne allergies, seasonal affective disorder, influenza, and skin diseases), the study may be done during a limited part of the year (such as spring for pollen allergies), when the drug can be tested.Clinical trials that do not involve a new drug usually have a much shorter duration. (Exceptions are epidemiological studies, such as the Nurses' Health Study).","1. What are the average timelines for a new cancer drug to reach clinical trials and receive regulatory approval?
2. Why might a clinical trial for a cancer drug take several years?
3. How does the shortage of participants affect the duration of clinical trials?
4. What is the biggest barrier to completing clinical trials?","1. The average timeline for a new cancer drug to reach clinical trials is six years. The average timeline for a new cancer drug to receive regulatory approval is eight years.
2. One reason a clinical trial for a cancer drug might take several years is that it can take months, if not years, to see if a cancer treatment has an effect on a patient. Another reason is that not all people who have the target disease condition are eligible to take part in each clinical trial. Researchers who treat these particular patients must participate in the trial. Then they must identify the desirable patients and obtain consent from them or their families to take part in the trial.
3. The shortage of participants affects the duration of clinical trials in two ways. First, it can take several years to recruit enough patients to test the drug's effectiveness (i.e., getting statistical power). Second, even if a drug is found to be effective, it may be delayed in getting approved because the number of participants is so low.
4. The biggest barrier to completing clinical trials is the shortage of participants."
Clinical trial,Administration,"Clinical trials designed by a local investigator, and (in the US) federally funded clinical trials, are almost always administered by the researcher who designed the study and applied for the grant. Small-scale device studies may be administered by the sponsoring company. Clinical trials of new drugs are usually administered by a contract research organization (CRO) hired by the sponsoring company. The sponsor provides the drug and medical oversight. A CRO is contracted to perform all the administrative work on a clinical trial. For Phases II–IV the CRO recruits participating researchers, trains them, provides them with supplies, coordinates study administration and data collection, sets up meetings, monitors the sites for compliance with the clinical protocol, and ensures the sponsor receives data from every site. Specialist site management organizations can also be hired to coordinate with the CRO to ensure rapid IRB/IEC approval and faster site initiation and patient recruitment. Phase I clinical trials of new medicines are often conducted in a specialist clinical trial clinic, with dedicated pharmacologists, where the subjects can be observed by full-time staff. These clinics are often run by a CRO which specialises in these studies.
At a participating site, one or more research assistants (often nurses) do most of the work in conducting the clinical trial. The research assistant's job can include some or all of the following: providing the local institutional review board (IRB) with the documentation necessary to obtain its permission to conduct the study, assisting with study start-up, identifying eligible patients, obtaining consent from them or their families, administering study treatment(s), collecting and statistically analyzing data, maintaining and updating data files during followup, and communicating with the IRB, as well as the sponsor and CRO.",353,"Clinical trial
Administration

Clinical trials designed by a local investigator, and (in the US) federally funded clinical trials, are almost always administered by the researcher who designed the study and applied for the grant. Small-scale device studies may be administered by the sponsoring company. Clinical trials of new drugs are usually administered by a contract research organization (CRO) hired by the sponsoring company. The sponsor provides the drug and medical oversight. A CRO is contracted to perform all the administrative work on a clinical trial. For Phases II–IV the CRO recruits participating researchers, trains them, provides them with supplies, coordinates study administration and data collection, sets up meetings, monitors the sites for compliance with the clinical protocol, and ensures the sponsor receives data from every site. Specialist site management organizations can also be hired to coordinate with the CRO to ensure rapid IRB/IEC approval and faster site initiation and patient recruitment. Phase I clinical trials of new medicines are often conducted in a specialist clinical trial clinic, with dedicated pharmacologists, where the subjects can be observed by full-time staff. These clinics are often run by a CRO which specialises in these studies.
At a participating site, one or more research assistants (often nurses) do most of the work in conducting the clinical trial. The research assistant's job can include some or all of the following: providing the local institutional review board (IRB) with the documentation necessary to obtain its permission to conduct the study, assisting with study start-up, identifying eligible patients, obtaining consent from them or their families, administering study treatment(s), collecting and statistically analyzing data, maintaining and updating data files during followup, and communicating with the IRB, as well as the sponsor and CRO.","1. Who administers clinical trials?
2. Who hires CROs?
3. What is the role of a research assistant?","1. Clinical trials are administered by the researcher who designed the study and applied for the grant, a CRO, or a specialist site management organization.
2. CROs are hired by the sponsoring company to administer clinical trials.
3. Research assistants assist with study start-up, identify eligible patients, obtain consent from them or their families, administer study treatment(s), collect and statistically analyze data, and communicate with the IRB, as well as the sponsor and CRO."
Clinical trial,Quality,"In the context of a clinical trial, quality typically refers to the absence of errors which can impact decision making, both during the conduct of the trial and in use of the trial results.",40,"Clinical trial
Quality

In the context of a clinical trial, quality typically refers to the absence of errors which can impact decision making, both during the conduct of the trial and in use of the trial results.","1. What is the definition of quality in the context of a clinical trial?
2. What are the consequences of errors in a clinical trial?
3. How can quality be ensured during the conduct of a clinical trial?
4. How can the results of a clinical trial be used effectively?","1. Quality in the context of a clinical trial typically refers to the absence of errors which can impact decision making, both during the conduct of the trial and in use of the trial results.
2. The consequences of errors in a clinical trial can be serious, potentially impacting the safety of participants and the validity of the trial results.
3. Quality can be ensured during the conduct of a clinical trial by using rigorous protocols and standard operating procedures, and by monitoring the trial closely.
4. The results of a clinical trial can be used effectively by ensuring that the trial is conducted in accordance with good clinical practice, and by properly analyzing and interpreting the results."
Clinical trial,Marketing,An Interactional Justice Model may be used to test the effects of willingness to talk with a doctor about clinical trial enrollment. Results found that potential clinical trial candidates were less likely to enroll in clinical trials if the patient is more willing to talk with their doctor. The reasoning behind this discovery may be patients are happy with their current care. Another reason for the negative relationship between perceived fairness and clinical trial enrollment is the lack of independence from the care provider. Results found that there is a positive relationship between a lack of willingness to talk with their doctor and clinical trial enrollment. Lack of willingness to talk about clinical trials with current care providers may be due to patients' independence from the doctor. Patients who are less likely to talk about clinical trials are more willing to use other sources of information to gain a better insight of alternative treatments. Clinical trial enrollment should be motivated to utilize websites and television advertising to inform the public about clinical trial enrollment.,188,"Clinical trial
Marketing

An Interactional Justice Model may be used to test the effects of willingness to talk with a doctor about clinical trial enrollment. Results found that potential clinical trial candidates were less likely to enroll in clinical trials if the patient is more willing to talk with their doctor. The reasoning behind this discovery may be patients are happy with their current care. Another reason for the negative relationship between perceived fairness and clinical trial enrollment is the lack of independence from the care provider. Results found that there is a positive relationship between a lack of willingness to talk with their doctor and clinical trial enrollment. Lack of willingness to talk about clinical trials with current care providers may be due to patients' independence from the doctor. Patients who are less likely to talk about clinical trials are more willing to use other sources of information to gain a better insight of alternative treatments. Clinical trial enrollment should be motivated to utilize websites and television advertising to inform the public about clinical trial enrollment.","1. What is the Interactional Justice Model?
2. What are the results of the study?
3. What are the possible reasons for the negative relationship between willingness to talk with a doctor and clinical trial enrollment?
4. What is the positive relationship between a lack of willingness to talk with their doctor and clinical trial enrollment?
5. What should be done to motivate people to enroll in clinical trials?","1. The Interactional Justice Model is a model used to test the effects of willingness to talk with a doctor about clinical trial enrollment.
2. The results of the study found that potential clinical trial candidates were less likely to enroll in clinical trials if the patient is more willing to talk with their doctor.
3. The possible reasons for the negative relationship between willingness to talk with a doctor and clinical trial enrollment are that patients are happy with their current care, and that the lack of independence from the care provider is a deterrent to enrollment.
4. The positive relationship between a lack of willingness to talk with their doctor and clinical trial enrollment may be due to patients' independence from the doctor.
5. To motivate people to enroll in clinical trials, clinical trial enrollment should be motivated to utilize websites and television advertising to inform the public about clinical trial enrollment."
Clinical trial,Information technology,"The last decade has seen a proliferation of information technology use in the planning and conduct of clinical trials. Clinical trial management systems are often used by research sponsors or CROs to help plan and manage the operational aspects of a clinical trial, particularly with respect to investigational sites. Advanced analytics for identifying researchers and research sites with expertise in a given area utilize public and private information about ongoing research. Web-based electronic data capture (EDC) and clinical data management systems are used in a majority of clinical trials to collect case report data from sites, manage its quality and prepare it for analysis. Interactive voice response systems are used by sites to register the enrollment of patients using a phone and to allocate patients to a particular treatment arm (although phones are being increasingly replaced with web-based (IWRS) tools which are sometimes part of the EDC system). While patient-reported outcome were often paper based in the past, measurements are increasingly being collected using web portals or hand-held ePRO (or eDiary) devices, sometimes wireless. Statistical software is used to analyze the collected data and prepare them for regulatory submission. Access to many of these applications are increasingly aggregated in web-based clinical trial portals. In 2011, the FDA approved a Phase I trial that used telemonitoring, also known as remote patient monitoring, to collect biometric data in patients' homes and transmit it electronically to the trial database. This technology provides many more data points and is far more convenient for patients, because they have fewer visits to trial sites.",310,"Clinical trial
Information technology

The last decade has seen a proliferation of information technology use in the planning and conduct of clinical trials. Clinical trial management systems are often used by research sponsors or CROs to help plan and manage the operational aspects of a clinical trial, particularly with respect to investigational sites. Advanced analytics for identifying researchers and research sites with expertise in a given area utilize public and private information about ongoing research. Web-based electronic data capture (EDC) and clinical data management systems are used in a majority of clinical trials to collect case report data from sites, manage its quality and prepare it for analysis. Interactive voice response systems are used by sites to register the enrollment of patients using a phone and to allocate patients to a particular treatment arm (although phones are being increasingly replaced with web-based (IWRS) tools which are sometimes part of the EDC system). While patient-reported outcome were often paper based in the past, measurements are increasingly being collected using web portals or hand-held ePRO (or eDiary) devices, sometimes wireless. Statistical software is used to analyze the collected data and prepare them for regulatory submission. Access to many of these applications are increasingly aggregated in web-based clinical trial portals. In 2011, the FDA approved a Phase I trial that used telemonitoring, also known as remote patient monitoring, to collect biometric data in patients' homes and transmit it electronically to the trial database. This technology provides many more data points and is far more convenient for patients, because they have fewer visits to trial sites.","1. What are some of the benefits of information technology in the planning and conduct of clinical trials?
2. What are some of the most commonly used information technology applications in clinical trials?
3. What is telemonitoring, and how is it used in clinical trials?","1. Information technology can help research sponsors or CROs to plan and manage the operational aspects of a clinical trial, particularly with respect to investigational sites.
2. The most commonly used information technology applications in clinical trials include clinical trial management systems, advanced analytics, web-based EDC and clinical data management systems, interactive voice response systems, patient-reported outcome measurement tools, statistical software, and web-based clinical trial portals.
3. Telemonitoring, also known as remote patient monitoring, is a technology that is used in clinical trials to collect biometric data in patients' homes and transmit it electronically to the trial database."
Clinical trial,Analysis,"A clinical trial produces data that could reveal quantitative differences between two or more interventions; statistical analyses are used to determine whether such differences are true, result from chance, or are the same as no treatment (placebo). Data from a clinical trial accumulate gradually over the trial duration, extending from months to years. Accordingly, results for participants recruited early in the study become available for analysis while subjects are still being assigned to treatment groups in the trial. Early analysis may allow the emerging evidence to assist decisions about whether to stop the study, or to reassign participants to the more successful segment of the trial. Investigators may also want to stop a trial when data analysis shows no treatment effect.",138,"Clinical trial
Analysis

A clinical trial produces data that could reveal quantitative differences between two or more interventions; statistical analyses are used to determine whether such differences are true, result from chance, or are the same as no treatment (placebo). Data from a clinical trial accumulate gradually over the trial duration, extending from months to years. Accordingly, results for participants recruited early in the study become available for analysis while subjects are still being assigned to treatment groups in the trial. Early analysis may allow the emerging evidence to assist decisions about whether to stop the study, or to reassign participants to the more successful segment of the trial. Investigators may also want to stop a trial when data analysis shows no treatment effect.","1. What is a clinical trial?
2. What is the purpose of a clinical trial?
3. What is the difference between quantitative data and statistical analysis?
4. What is the difference between a clinical trial and a research study?
5. What is the difference between a treatment group and a placebo group?
6. What is the difference between early analysis and final analysis?
7. What are the benefits of early analysis?
8. What are the consequences of stopping a clinical trial?","1. A clinical trial is a research study that tests the safety and effectiveness of new drugs or medical devices.
2. The purpose of a clinical trial is to determine whether a new drug or medical device is safe and effective.
3. Quantitative data is data that can be measured and is often numerical. Statistical analysis is the process of using mathematical techniques to understand the data.
4. A clinical trial is different from a research study in that a clinical trial tests the safety and effectiveness of new drugs or medical devices. A research study is a study that is not conducted in humans and is used to learn more about a disease or condition.
5. The difference between a treatment group and a placebo group is that a treatment group receives the new drug or medical device being tested, while a placebo group receives a placebo, which is a substance that has no therapeutic effect.
6. Early analysis is the analysis of data that has been collected gradually over the trial duration. Final analysis is the analysis of data that has been collected at the end of the trial.
7. The benefits of early analysis are that it allows the emerging evidence to assist decisions about whether to stop the study, or to reassign participants to the more successful segment of the trial.
8. The consequences of"
Clinical trial,Ethical aspects,"Clinical trials are closely supervised by appropriate regulatory authorities. All studies involving a medical or therapeutic intervention on patients must be approved by a supervising ethics committee before permission is granted to run the trial. The local ethics committee has discretion on how it will supervise noninterventional studies (observational studies or those using already collected data). In the US, this body is called the Institutional Review Board (IRB); in the EU, they are called Ethics committees. Most IRBs are located at the local investigator's hospital or institution, but some sponsors allow the use of a central (independent/for profit) IRB for investigators who work at smaller institutions.
To be ethical, researchers must obtain the full and informed consent of participating human subjects. (One of the IRB's main functions is to ensure potential patients are adequately informed about the clinical trial.) If the patient is unable to consent for him/herself, researchers can seek consent from the patient's legally authorized representative. In addition, the clinical trial participants must be made aware that they can withdraw from the clinical trial at any time without any adverse action taken against them. In California, the state has prioritized the individuals who can serve as the legally authorized representative.In some US locations, the local IRB must certify researchers and their staff before they can conduct clinical trials. They must understand the federal patient privacy (HIPAA) law and good clinical practice. The International Conference of Harmonisation Guidelines for Good Clinical Practice is a set of standards used internationally for the conduct of clinical trials. The guidelines aim to ensure the ""rights, safety and well being of trial subjects are protected"".
The notion of informed consent of participating human subjects exists in many countries but its precise definition may still vary.
Informed consent is clearly a 'necessary' condition for ethical conduct but does not 'ensure' ethical conduct. In compassionate use trials the latter becomes a particularly difficult problem. The final objective is to serve the community of patients or future patients in a best-possible and most responsible way. See also Expanded access. However, it may be hard to turn this objective into a well-defined, quantified, objective function. In some cases this can be done, however, for instance, for questions of when to stop sequential treatments (see Odds algorithm), and then quantified methods may play an important role.
Additional ethical concerns are present when conducting clinical trials on children (pediatrics), and in emergency or epidemic situations.Ethically balancing the rights of multiple stakeholders may be difficult. For example, when drug trials fail, the sponsors may have a duty to tell current and potential investors immediately, which means both the research staff and the enrolled participants may first hear about the end of a trial through public business news.",563,"Clinical trial
Ethical aspects

Clinical trials are closely supervised by appropriate regulatory authorities. All studies involving a medical or therapeutic intervention on patients must be approved by a supervising ethics committee before permission is granted to run the trial. The local ethics committee has discretion on how it will supervise noninterventional studies (observational studies or those using already collected data). In the US, this body is called the Institutional Review Board (IRB); in the EU, they are called Ethics committees. Most IRBs are located at the local investigator's hospital or institution, but some sponsors allow the use of a central (independent/for profit) IRB for investigators who work at smaller institutions.
To be ethical, researchers must obtain the full and informed consent of participating human subjects. (One of the IRB's main functions is to ensure potential patients are adequately informed about the clinical trial.) If the patient is unable to consent for him/herself, researchers can seek consent from the patient's legally authorized representative. In addition, the clinical trial participants must be made aware that they can withdraw from the clinical trial at any time without any adverse action taken against them. In California, the state has prioritized the individuals who can serve as the legally authorized representative.In some US locations, the local IRB must certify researchers and their staff before they can conduct clinical trials. They must understand the federal patient privacy (HIPAA) law and good clinical practice. The International Conference of Harmonisation Guidelines for Good Clinical Practice is a set of standards used internationally for the conduct of clinical trials. The guidelines aim to ensure the ""rights, safety and well being of trial subjects are protected"".
The notion of informed consent of participating human subjects exists in many countries but its precise definition may still vary.
Informed consent is clearly a 'necessary' condition for ethical conduct but does not 'ensure' ethical conduct. In compassionate use trials the latter becomes a particularly difficult problem. The final objective is to serve the community of patients or future patients in a best-possible and most responsible way. See also Expanded access. However, it may be hard to turn this objective into a well-defined, quantified, objective function. In some cases this can be done, however, for instance, for questions of when to stop sequential treatments (see Odds algorithm), and then quantified methods may play an important role.
Additional ethical concerns are present when conducting clinical trials on children (pediatrics), and in emergency or epidemic situations.Ethically balancing the rights of multiple stakeholders may be difficult. For example, when drug trials fail, the sponsors may have a duty to tell current and potential investors immediately, which means both the research staff and the enrolled participants may first hear about the end of a trial through public business news.","1. What is the role of a supervising ethics committee in clinical trials?
2. What is the purpose of the International Conference of Harmonisation Guidelines for Good Clinical Practice?
3. What is the definition of informed consent?
4. What are the ethical concerns when conducting clinical trials on children?","1. The role of a supervising ethics committee in clinical trials is to approve studies involving a medical or therapeutic intervention on patients.
2. The purpose of the International Conference of Harmonisation Guidelines for Good Clinical Practice is to ensure the rights, safety, and well-being of trial subjects are protected.
3. The definition of informed consent is that participants must be made aware that they can withdraw from the clinical trial at any time without any adverse action taken against them.
4. The ethical concerns when conducting clinical trials on children are that they may not be able to give informed consent for themselves, and that they may not be aware of the risks involved in participating in a clinical trial."
Clinical trial,Conflicts of interest and unfavorable studies,"In response to specific cases in which unfavorable data from pharmaceutical company-sponsored research were not published, the Pharmaceutical Research and Manufacturers of America published new guidelines urging companies to report all findings and limit the financial involvement in drug companies by researchers. The US Congress signed into law a bill which requires Phase II and Phase III clinical trials to be registered by the sponsor on the clinicaltrials.gov website compiled by the National Institutes of Health.Drug researchers not directly employed by pharmaceutical companies often seek grants from manufacturers, and manufacturers often look to academic researchers to conduct studies within networks of universities and their hospitals, e.g., for translational cancer research. Similarly, competition for tenured academic positions, government grants and prestige create conflicts of interest among academic scientists. According to one study, approximately 75% of articles retracted for misconduct-related reasons have no declared industry financial support. Seeding trials are particularly controversial.In the United States, all clinical trials submitted to the FDA as part of a drug approval process are independently assessed by clinical experts within the Food and Drug Administration, including inspections of primary data collection at selected clinical trial sites.In 2001, the editors of 12 major journals issued a joint editorial, published in each journal, on the control over clinical trials exerted by sponsors, particularly targeting the use of contracts which allow sponsors to review the studies prior to publication and withhold publication. They strengthened editorial restrictions to counter the effect. The editorial noted that contract research organizations had, by 2000, received 60% of the grants from pharmaceutical companies in the US. Researchers may be restricted from contributing to the trial design, accessing the raw data, and interpreting the results.Despite explicit recommendations  by stakeholders of measures to improve the standards of industry-sponsored medical research,   in 2013, Tohen warned of the persistence of a gap in the credibility of conclusions arising from industry-funded clinical trials, and called for ensuring strict adherence to ethical standards in industrial collaborations with academia, in order to avoid further erosion of the public's trust. Issues referred for attention in this respect include potential observation bias, duration of the observation time for maintenance studies, the selection of the patient populations, factors that affect placebo response, and funding sources.",445,"Clinical trial
Conflicts of interest and unfavorable studies

In response to specific cases in which unfavorable data from pharmaceutical company-sponsored research were not published, the Pharmaceutical Research and Manufacturers of America published new guidelines urging companies to report all findings and limit the financial involvement in drug companies by researchers. The US Congress signed into law a bill which requires Phase II and Phase III clinical trials to be registered by the sponsor on the clinicaltrials.gov website compiled by the National Institutes of Health.Drug researchers not directly employed by pharmaceutical companies often seek grants from manufacturers, and manufacturers often look to academic researchers to conduct studies within networks of universities and their hospitals, e.g., for translational cancer research. Similarly, competition for tenured academic positions, government grants and prestige create conflicts of interest among academic scientists. According to one study, approximately 75% of articles retracted for misconduct-related reasons have no declared industry financial support. Seeding trials are particularly controversial.In the United States, all clinical trials submitted to the FDA as part of a drug approval process are independently assessed by clinical experts within the Food and Drug Administration, including inspections of primary data collection at selected clinical trial sites.In 2001, the editors of 12 major journals issued a joint editorial, published in each journal, on the control over clinical trials exerted by sponsors, particularly targeting the use of contracts which allow sponsors to review the studies prior to publication and withhold publication. They strengthened editorial restrictions to counter the effect. The editorial noted that contract research organizations had, by 2000, received 60% of the grants from pharmaceutical companies in the US. Researchers may be restricted from contributing to the trial design, accessing the raw data, and interpreting the results.Despite explicit recommendations  by stakeholders of measures to improve the standards of industry-sponsored medical research,   in 2013, Tohen warned of the persistence of a gap in the credibility of conclusions arising from industry-funded clinical trials, and called for ensuring strict adherence to ethical standards in industrial collaborations with academia, in order to avoid further erosion of the public's trust. Issues referred for attention in this respect include potential observation bias, duration of the observation time for maintenance studies, the selection of the patient populations, factors that affect placebo response, and funding sources.","1. What are the new guidelines proposed by the Pharmaceutical Research and Manufacturers of America?
2. What is the purpose of the clinicaltrials.gov website?
3. What are the potential conflicts of interest among academic scientists?
4. What are seeding trials?
5. What is the role of the Food and Drug Administration in clinical trials?
6. What is the purpose of the joint editorial by the editors of 12 major journals?","1. The new guidelines proposed by the Pharmaceutical Research and Manufacturers of America are urging companies to report all findings and to limit the financial involvement in drug companies by researchers.
2. The purpose of the clinicaltrials.gov website is to provide information on clinical trials for the public.
3. The potential conflicts of interest among academic scientists are that they may be restricted from contributing to the trial design, accessing the raw data, and interpreting the results.
4. Seeding trials are trials in which a drug company gives a research institution money to conduct a study with the hope that the study will be favorable to the drug company's product.
5. The role of the Food and Drug Administration in clinical trials is to independently assess the data from the trials.
6. The purpose of the joint editorial by the editors of 12 major journals is to call for measures to improve the standards of industry-sponsored medical research."
